Division,Paid_Views,Organic_Views,Google_Impressions,Email_Impressions,Facebook_Impressions,Affiliate_Impressions,Overall_Views,Sales,Price,Calendar_Week_Date
Ahmedabad,245,342,838,356965.3929,86418,21437,982,54781,121.6966953,2018-01-06
Ahmedabad,856,260,111,516581.6084,14883,16324,993,53636,124.294628,2018-01-13
Ahmedabad,621,301,953,438567.3407,44766,23121,424,50885,131.0143788,2018-01-20
Ahmedabad,387,845,951,426611.6424,74066,15343,968,62022,107.4887406,2018-01-27
Ahmedabad,414,1,333,416810.7293,46515,13945,370,53573,124.4407942,2018-02-03
Ahmedabad,413,275,158,443161.8754,44874,16641,376,52246,127.6014751,2018-02-10
Ahmedabad,944,376,814,646906.8262,109934,15159,253,73268,90.99015487,2018-02-17
Ahmedabad,285,311,639,565983.6234,544,14564,820,75806,87.94378633,2018-02-24
Ahmedabad,630,325,378,432213.8355,11871,15234,367,73274,90.98270419,2018-03-03
Ahmedabad,881,812,542,481693.5899,61835,15384,543,77425,86.10483263,2018-03-10
Ahmedabad,642,520,128,475191.0061,7475,14812,117,66919,99.62292722,2018-03-17
Ahmedabad,491,687,900,432993.8387,60690,18260,997,65618,101.5981387,2018-03-24
Ahmedabad,284,336,638,436428.1414,43720,16496,501,56295,118.4237795,2018-03-31
Ahmedabad,239,569,95522,428198.9143,70574,15324,337,48906,136.3159258,2018-04-07
Ahmedabad,644,779,160146,517573.2172,53553,15444,307,51691,128.9715166,2018-04-14
Ahmedabad,210,810,152008,420183.1191,39929,19510,436,65918,101.1357545,2018-04-21
Ahmedabad,988,332,152232,482801.8456,25197,13186,183,54791,121.6744843,2018-04-28
Ahmedabad,951,45,165215,408286.4066,49453,11460,565,62681,106.358652,2018-05-05
Ahmedabad,580,364,225611,354627.6697,48764,14151,667,60925,109.4241554,2018-05-12
Ahmedabad,744,826,229232,387209.602,5130,13183,976,56834,117.3006768,2018-05-19
Ahmedabad,43,284,223187,466922.6989,15715,12665,859,52712,126.4734153,2018-05-26
Ahmedabad,502,806,176646,340899.4676,51172,15924,459,57809,115.322297,2018-06-02
Ahmedabad,582,914,175215,384145.1432,83354,15242,924,58353,114.2471967,2018-06-09
Ahmedabad,990,256,160560,345333.9168,44738,16013,307,55338,120.4717674,2018-06-16
Ahmedabad,635,86,165255,403427.9542,29345,16466,553,50343,132.4248985,2018-06-23
Ahmedabad,605,738,197350,380055.2941,38264,17854,176,70373,94.73330207,2018-06-30
Ahmedabad,72,905,276094,330768.3755,31819,16568,125,43295,153.982369,2018-07-07
Ahmedabad,906,646,329194,472991.5266,111024,25893,643,65756,101.384918,2018-07-14
Ahmedabad,949,350,252211,359460.0478,96153,12683,605,82776,80.53864244,2018-07-21
Ahmedabad,986,181,251791,375237.9138,62755,13422,431,57086,116.7828656,2018-07-28
Ahmedabad,717,857,242849,292610.1843,67497,15208,809,51240,130.1066875,2018-08-04
Ahmedabad,432,581,288748,365082.0572,81655,17883,573,58087,114.7703732,2018-08-11
Ahmedabad,898,5,438441,421807.4716,134160,16113,71,70678,94.32449513,2018-08-18
Ahmedabad,567,978,397364,427685.72,253742,15508,921,79981,83.3531297,2018-08-25
Ahmedabad,891,413,436820,339018.1641,198578,13817,927,67324,99.02362704,2018-09-01
Ahmedabad,42,465,382993,354670.9997,231031,11719,775,68750,96.96969697,2018-09-08
Ahmedabad,457,463,420182,344971.7471,174343,10260,551,70226,94.93160178,2018-09-15
Ahmedabad,591,277,404997,333995.6279,192671,7180,534,71916,92.70074346,2018-09-22
Ahmedabad,769,697,483113,295298.6591,178170,8283,649,77090,86.47900722,2018-09-29
Ahmedabad,205,1087,446019,271029.8175,78837,8270,974,88864,75.02100588,2018-10-06
Ahmedabad,676,1435,387315,268987.7422,102167,7908,1706,83919,79.44168385,2018-10-13
Ahmedabad,420,1863,543887,264635.1704,89407,7180,2018,98324,67.80304571,2018-10-20
Ahmedabad,793,1862,501963,279233.2973,92051,5962,1908,92196,72.30971698,2018-10-27
Ahmedabad,746,1227,497040,274235.6293,138274,6186,1358,122768,54.30296711,2018-11-03
Ahmedabad,948,4288,880592,569268.9955,193530,6879,3599,188193,35.42462614,2018-11-10
Ahmedabad,878,2902,1394712,558559.0853,312953,4379,3739,201343,33.11099302,2018-11-17
Ahmedabad,528,2009,1561691,568085.4829,604582,5515,2578,323626,20.5999106,2018-11-24
Ahmedabad,1066,1199,957277,702676.5824,110837,7329,2027,239363,27.85170083,2018-12-01
Ahmedabad,15494,1585,440280,434588.8945,54192,6753,17113,178956,37.25310505,2018-12-08
Ahmedabad,12696,2407,307010,360681.831,100665,5510,14620,187494,35.55669337,2018-12-15
Ahmedabad,5325,3063,288194,351811.1983,45669,5779,7934,102617,64.96649353,2018-12-22
Ahmedabad,5077,2577,323861,496218.8481,28251,8020,7513,52394,127.2410327,2018-12-29
Ahmedabad,3592,2576,283753,495545.2055,12489,8941,6216,67668,98.5202262,2019-01-05
Ahmedabad,5949,2090,267835,371532.9468,34927,14330,7267,50983,130.7625418,2019-01-12
Ahmedabad,6904,1903,289581,466397.9597,76452,13932,7798,71641,93.05658306,2019-01-19
Ahmedabad,6932,2862,282885,379166.387,256739,16351,8958,63682,104.6868293,2019-01-26
Ahmedabad,4571,1502,317815,365046.1557,180465,14254,5721,65744,101.4034234,2019-02-02
Ahmedabad,5177,2119,265143,366531.3774,87714,14100,7354,61676,108.0917483,2019-02-09
Ahmedabad,8009,3564,207776,468564.6821,101995,12684,10234,91855,72.5781576,2019-02-16
Ahmedabad,3109,2100,217618,307969.5129,39616,11686,5034,77445,86.08259625,2019-02-23
Ahmedabad,83,2213,328689,422667.9873,22172,14867,2148,75120,88.74689386,2019-03-02
Ahmedabad,196,1441,327340,394308.078,33702,13622,1681,66345,100.4848393,2019-03-09
Ahmedabad,687,2548,319576,362118.2152,67463,17798,2170,89354,74.60960524,2019-03-16
Ahmedabad,230,4607,403910,362433.2927,98118,13236,3718,77991,85.47994854,2019-03-23
Ahmedabad,527,5734,251552,444631.1192,123916,14079,4978,62523,106.6274278,2019-03-30
Ahmedabad,2390,6275,283485,371767.1264,51255,10757,7383,57033,116.8913904,2019-04-06
Ahmedabad,1932,5756,408783,361286.1847,95675,10666,7690,62065,107.41427,2019-04-13
Ahmedabad,3270,6383,385995,392307.4907,141896,8001,9422,87542,76.15392231,2019-04-20
Ahmedabad,4893,4086,322865,455215.5447,139685,10466,8344,81431,81.86890333,2019-04-27
Ahmedabad,6396,5149,371857,324425.3761,77621,7335,10603,77234,86.31777024,2019-05-04
Ahmedabad,7708,6183,327499,266338.6787,105845,7567,12931,77227,86.32559424,2019-05-11
Ahmedabad,8163,7824,282241,314480.1722,154462,6542,15519,58332,114.2883266,2019-05-18
Ahmedabad,8095,6210,383096,305585.1613,186122,7305,14394,73945,90.15709874,2019-05-25
Ahmedabad,10409,7657,364790,268270.4227,59020,7174,17418,71325,93.46886318,2019-06-01
Ahmedabad,44166,11407,348059,248803.0692,145523,9035,55780,53676,124.2020021,2019-06-08
Ahmedabad,29344,11714,249963,267780.3332,174282,9594,40947,78561,84.85974805,2019-06-15
Ahmedabad,12660,10298,158090,321828.1888,152616,7874,23553,67781,98.3559798,2019-06-22
Ahmedabad,13696,9228,293932,331459.2748,92218,6302,23104,73754,90.39057769,2019-06-29
Ahmedabad,12065,10315,379586,308324.668,80608,8476,22039,59951,111.201926,2019-07-06
Ahmedabad,11732,16208,465560,194890.7339,190923,11282,28491,84207,79.16998191,2019-07-13
Ahmedabad,11510,22720,373328,410328.5253,112609,10508,33125,76557,87.08108555,2019-07-20
Ahmedabad,16430,18980,367901,260614.6126,142801,8548,35634,48616,137.1290659,2019-07-27
Ahmedabad,32578,23247,175113,204400.7212,52746,7105,55751,60485,110.2201648,2019-08-03
Ahmedabad,15882,26753,226841,250853.417,66802,8959,42109,44133,151.0585427,2019-08-10
Ahmedabad,16113,24725,277563,273454.3189,102676,7976,40677,71433,93.32754703,2019-08-17
Ahmedabad,15922,18669,333465,270933.1079,77689,8194,34416,102248,65.20094933,2019-08-24
Ahmedabad,15727,11197,226187,294774.6159,79503,8749,25284,71623,93.07996966,2019-08-31
Ahmedabad,17258,9536,345480,367143.7073,199641,6652,26874,85582,77.89800036,2019-09-07
Ahmedabad,16308,7766,213298,467230.4144,179439,8095,23524,89146,74.78368818,2019-09-14
Ahmedabad,17044,7559,210632,473659.691,273792,6607,23395,77198,86.35802309,2019-09-21
Ahmedabad,20914,9686,388928,279990.7809,730340,7433,29672,75707,88.05878805,2019-09-28
Ahmedabad,5671,10164,395734,404908.3958,213825,8954,15090,114893,58.02500297,2019-10-05
Ahmedabad,4608,6106,333701,431560.0641,252670,6235,10746,102433,65.08319259,2019-10-12
Ahmedabad,8395,6137,320309,384449.2332,208965,6638,13598,116509,57.22018614,2019-10-19
Ahmedabad,6353,7010,636352,377272.9425,208736,6963,12436,105678,63.08471647,2019-10-26
Ahmedabad,7139,8419,777335,345520.2295,223006,6640,14351,97429,68.42589646,2019-11-02
Ahmedabad,6949,10004,1692079,556045.5269,352391,6299,16152,196814,33.87292909,2019-11-09
Ahmedabad,8137,15592,1832671,717646.5248,625380,5900,23520,197943,33.67972935,2019-11-16
Ahmedabad,5148,13890,1466450,389156.3241,1288154,6769,18905,204399,32.61594561,2019-11-23
Ahmedabad,5422,9666,1545544,717170.319,749088,5858,15005,388875,17.14346941,2019-11-30
Ahmedabad,4949,9035,667021,656795.8743,762174,5530,14057,350312,19.03065458,2019-12-07
Ahmedabad,5196,10213,222687,392745.0444,723619,3920,14481,265962,25.06623753,2019-12-14
Ahmedabad,4814,8768,179749,397511.3985,365490,4941,13391,165910,40.18242822,2019-12-21
Ahmedabad,4261,10419,397284,272418.645,102499,7436,14646,101406,65.74232951,2019-12-28
Ahmedabad,17040,12520,195266,313723.2313,93994,7613,29790,118867,56.0850923,2020-01-04
Ahmedabad,5048,15640,184298,416231.5391,129941,8525,20369,83030,80.29226384,2020-01-11
Ahmedabad,10866,14654,214181,394324.3148,148093,8444,26000,98790,67.48321355,2020-01-18
Ahmedabad,14346,14179,368242,326553.8937,124579,9034,28173,80834,82.47354661,2020-01-25
Ahmedabad,18626,15887,397768,1018170.957,41344,8045,33672,68251,97.67866649,2020-02-01
Ahmedabad,16275,17112,416264,372815.868,182771,7229,33415,71155,93.69217436,2020-02-08
Ahmedabad,15934,19431,290663,294581.6116,320299,9803,35512,120622,55.2690775,2020-02-15
Ahmedabad,12430,18938,308907,424819.5325,301129,10438,31996,108857,61.24242508,2020-02-22
Ahmedabad,10724,18148,287330,306094.4823,169159,9762,27812,95032,70.15180851,2020-02-29
Surat,842,192,957,513421.5453,83201,35192,223,67174,99.24474747,2018-01-06
Surat,745,187,438,743243.1377,15905,33371,904,71145,93.70534355,2018-01-13
Surat,211,758,155,630645.0709,44422,41428,192,74516,89.46624439,2018-01-20
Surat,70,350,633,613396.6231,72299,28378,711,71793,92.85956384,2018-01-27
Surat,635,807,487,598999.8962,41923,27872,292,70728,94.25781397,2018-02-03
Surat,191,110,693,637747.0546,39964,32988,598,67907,98.17348236,2018-02-10
Surat,279,969,649,931049.9276,113872,31130,444,100065,66.62336148,2018-02-17
Surat,910,141,757,814496.6159,765,23368,731,98886,67.41769984,2018-02-24
Surat,563,745,877,621385.0983,9963,28839,752,88514,75.3176522,2018-03-03
Surat,123,743,671,692765.862,77347,30732,837,100457,66.36338599,2018-03-10
Surat,909,914,568,682812.4883,10907,34802,385,97977,68.0431802,2018-03-17
Surat,499,211,409,622706.4097,70507,32134,886,99526,66.98417164,2018-03-24
Surat,831,760,71,627333.3069,36424,30776,429,83337,79.99648015,2018-03-31
Surat,211,78,45350,614910.6104,88032,27948,603,71172,93.66979524,2018-04-07
Surat,872,435,81517,745043.2074,62918,27983,947,76308,87.36523912,2018-04-14
Surat,943,470,76055,604632.9749,45265,38988,45,85278,78.17569205,2018-04-21
Surat,98,108,78836,694748.5976,28146,25466,674,80231,83.09340114,2018-04-28
Surat,174,3,90937,586645.1185,49656,26988,7,71496,93.24530976,2018-05-05
Surat,306,377,116581,510317.6647,36495,26499,97,89317,74.64051263,2018-05-12
Surat,320,223,110977,555605.6238,5895,23566,360,71570,93.14889851,2018-05-19
Surat,159,581,114053,671628.6501,16317,26912,623,74209,89.83636306,2018-05-26
Surat,703,362,87564,490287.3044,54094,29637,469,82087,81.21464625,2018-06-02
Surat,32,567,77545,551876.1861,80527,24576,18,72208,92.3258734,2018-06-09
Surat,349,267,70777,496422.6517,41909,23368,455,76920,86.67013347,2018-06-16
Surat,598,733,76877,579462.2501,28527,30754,610,58669,113.6318442,2018-06-23
Surat,11,845,90457,545848.5187,35957,29938,164,74816,89.10749929,2018-06-30
Surat,462,395,125033,475868.7144,29906,27381,78,56966,117.028871,2018-07-07
Surat,953,649,144045,680276.013,120793,32893,58,84105,79.26599687,2018-07-14
Surat,857,275,117954,517128.4388,108017,28717,538,106031,62.87469388,2018-07-21
Surat,428,710,119452,539662.3063,69026,28954,978,85071,78.36591396,2018-07-28
Surat,243,372,117346,420188.5047,78482,28889,203,73719,90.43349295,2018-08-04
Surat,798,119,125367,524291.4605,96825,25391,527,65031,102.5152107,2018-08-11
Surat,646,28,190087,606621.5775,153316,24316,61,97056,68.68886691,2018-08-18
Surat,448,350,189105,615444.9835,289173,31049,13,104584,63.74461358,2018-08-25
Surat,540,820,203789,487051.5,226533,24337,422,88717,75.14531225,2018-09-01
Surat,159,78,198707,510295.9734,244083,22650,302,83527,79.81451108,2018-09-08
Surat,376,927,220699,496531.1762,198620,17158,243,101904,65.42104988,2018-09-15
Surat,252,242,207446,480792.6113,192991,10538,204,98829,67.45658326,2018-09-22
Surat,584,271,257536,424303.3896,187747,12809,619,106546,62.5707832,2018-09-29
Surat,88,1064,249148,389199.7475,91489,12513,1119,118505,56.25641675,2018-10-06
Surat,458,1425,187717,386440.1993,108860,13931,1818,114778,58.08314021,2018-10-13
Surat,683,1750,285516,379666.2718,103072,12874,1576,125551,53.09927174,2018-10-20
Surat,186,1826,256967,401501.8825,104546,10955,2204,124269,53.64706135,2018-10-27
Surat,853,2077,249754,394230.355,149116,10875,2375,152733,43.64915681,2018-11-03
Surat,507,4924,417055,817682.7959,242693,12639,4719,236844,28.14792296,2018-11-10
Surat,555,4010,641908,802719.25,291131,9037,3996,259482,25.69221243,2018-11-17
Surat,900,1789,797311,817472.5954,588103,9753,2369,407401,16.36389372,2018-11-24
Surat,2139,1268,552061,1009850.466,126197,11937,3326,338723,19.68176553,2018-12-01
Surat,14947,2181,220580,624509.4852,64957,12441,16085,253674,26.28044919,2018-12-08
Surat,13412,2920,155652,519150.2601,122808,7857,15444,262319,25.4143492,2018-12-15
Surat,6849,2777,143626,505846.5249,47739,9473,8782,154344,43.19355898,2018-12-22
Surat,5843,2665,149520,713661.4313,32327,13079,8971,76799,86.80668585,2018-12-29
Surat,4492,2969,145399,712621.3725,12441,13982,6077,82318,80.98674247,2019-01-05
Surat,6826,2781,128259,534373.2299,31510,22092,9030,71474,93.27401106,2019-01-12
Surat,6682,2240,140390,669864.5886,77281,24746,9063,89180,74.7551768,2019-01-19
Surat,8154,2819,133186,545267.9121,253383,26341,10377,81899,81.40107531,2019-01-26
Surat,5677,1808,153922,524611.7226,177664,26640,6857,80479,82.83734473,2019-02-02
Surat,7092,2109,147780,526863.6644,101467,23722,9155,79947,83.38857827,2019-02-09
Surat,10346,3651,106931,673050.9813,124652,21413,13732,113573,58.69939745,2019-02-16
Surat,4077,2511,118791,442338.1706,52441,19995,6767,92219,72.29168248,2019-02-23
Surat,90,2829,168104,607160.8684,26268,20533,2968,88853,75.03029348,2019-03-02
Surat,506,2204,169870,566884.7642,37933,21349,2811,83042,80.28066119,2019-03-09
Surat,300,3101,174900,520947.5184,75680,30698,3429,99108,67.2666855,2019-03-16
Surat,330,5608,211375,520592.6126,105461,22593,6393,102201,65.23093381,2019-03-23
Surat,154,6665,131311,638682.46,139576,23631,7613,93971,70.94387276,2019-03-30
Surat,2751,8047,145767,534592.8811,55155,18492,10367,79012,84.37536914,2019-04-06
Surat,2414,6713,209120,519019.1131,111249,18104,8881,83243,80.08681411,2019-04-13
Surat,4691,6551,201766,564165.1746,150383,14354,11097,96883,68.8115218,2019-04-20
Surat,5369,4837,169504,654994.9989,127000,18751,9963,90160,73.94262053,2019-04-27
Surat,7770,6194,200557,466819.4521,87141,11572,13156,83826,79.52981971,2019-05-04
Surat,8833,7265,179059,383112.0266,112805,11915,15601,90072,74.01486218,2019-05-11
Surat,10106,8901,145272,452573.0503,171462,12705,18540,79880,83.45852112,2019-05-18
Surat,10453,7012,194276,440109.2799,189676,10145,16684,85189,78.257365,2019-05-25
Surat,11913,9365,186237,384624.2593,65715,10709,21309,80284,83.03854649,2019-06-01
Surat,54477,12401,164461,358127.3744,153069,14166,65798,69510,95.90946147,2019-06-08
Surat,35722,13553,127572,384128.7301,162066,16409,48436,89210,74.73003774,2019-06-15
Surat,17645,13749,80242,462519.7068,156601,11077,30647,84918,78.50710882,2019-06-22
Surat,18103,12536,144900,475994.1189,95922,9767,30244,75030,88.85334755,2019-06-29
Surat,16447,11762,198718,443592.5799,81975,10788,27314,70493,94.57203789,2019-07-06
Surat,15364,20352,229774,280089.9502,208806,15824,35753,103521,64.39917183,2019-07-13
Surat,13961,27347,198945,589820.8027,112108,14114,40392,88655,75.19786438,2019-07-20
Surat,20331,23772,202282,373826.2175,137808,12156,43700,71120,93.73828271,2019-07-27
Surat,36507,29431,98182,294273.7714,58398,12390,65658,85346,78.11340504,2019-08-03
Surat,20278,32528,119162,360481.701,82862,11487,52106,67786,98.34872491,2019-08-10
Surat,20430,31845,141442,393341.1479,119736,12239,51490,98352,67.78374275,2019-08-17
Surat,19500,21640,175866,389491.4986,88492,12640,40848,116296,57.32498682,2019-08-24
Surat,19110,13291,121195,423200.3274,85755,10705,31372,91211,73.09059945,2019-08-31
Surat,20089,11829,179611,527849.9588,210287,8856,31672,107945,61.75984684,2019-09-07
Surat,19213,9113,106610,671625.5415,188725,9726,28028,118589,56.21656871,2019-09-14
Surat,18813,8720,108466,680851.2292,313764,10221,27821,87858,75.88001851,2019-09-21
Surat,22827,10965,201962,402510.5342,894880,11548,34096,99342,67.10823888,2019-09-28
Surat,6719,12462,226563,581859.4581,249886,10792,18805,160106,41.63908078,2019-10-05
Surat,6357,7973,183972,619641.6977,283553,9431,13470,156731,42.53572469,2019-10-12
Surat,9898,7854,168457,551849.3985,251488,11315,17908,143782,46.36649001,2019-10-19
Surat,7948,9179,331360,542756.8377,219699,11777,16444,125579,53.08743235,2019-10-26
Surat,8675,10715,396712,496914.3566,235994,9225,19821,117692,56.64502827,2019-11-02
Surat,8254,13935,778189,799211.6737,396417,9573,21389,245721,27.13104157,2019-11-09
Surat,10082,19983,858052,1032025.82,614839,9044,29387,253605,26.28759948,2019-11-16
Surat,6173,18432,739486,559219.0475,1207278,9520,23320,257747,25.86515718,2019-11-23
Surat,6790,12962,842075,1030809.847,676205,10645,19199,467506,14.26006654,2019-11-30
Surat,7605,12817,371216,944591.8032,759443,9049,19788,483584,13.78595377,2019-12-07
Surat,7453,14006,128177,564763.5828,692252,6793,20312,388475,17.16112148,2019-12-14
Surat,6439,12114,101626,571482.0985,304750,7183,18685,240110,27.76505213,2019-12-21
Surat,6964,12955,207998,390730.7764,119868,11004,19280,125268,53.2192313,2019-12-28
Surat,23746,15967,104059,451563.1885,98495,9791,39031,132576,50.28562233,2020-01-04
Surat,6992,20910,92588,598820.862,136639,11205,27011,101193,65.8807098,2020-01-11
Surat,14620,19530,109029,568018.6651,165782,12769,34877,113130,58.92925543,2020-01-18
Surat,19471,18402,186338,469408.209,131693,12554,37370,93176,71.54918291,2020-01-25
Surat,22043,22106,201885,1463538.804,47666,11026,44114,99684,66.87800115,2020-02-01
Surat,21191,22468,212286,536544.0354,171676,9279,44126,95393,69.88632988,2020-02-08
Surat,19658,26377,160374,423722.6608,316885,11496,46203,146819,45.40738369,2020-02-15
Surat,18131,27272,154126,610484.3883,331037,12525,44696,132464,50.32813947,2020-02-22
Surat,12795,20405,148002,439492.1249,178118,10444,33584,117967,56.51297962,2020-02-29
Kolkata,152,740,708,381381.4745,56793,21507,886,48639,137.0642214,2018-01-06
Kolkata,948,429,226,552014.3451,10662,19701,83,54685,121.9103349,2018-01-13
Kolkata,370,157,635,467833.4886,32168,24883,28,51576,129.2590869,2018-01-20
Kolkata,459,899,325,455933.5807,52169,17252,881,53287,125.1086882,2018-01-27
Kolkata,914,570,534,445441.2869,29879,15245,121,49245,135.3775341,2018-02-03
Kolkata,436,292,370,474167.4217,29053,18506,491,49744,134.0195132,2018-02-10
Kolkata,881,505,684,691767.4446,76872,18595,968,87939,75.81012596,2018-02-17
Kolkata,35,654,786,605475.3818,854,13973,19,76540,87.10042679,2018-02-24
Kolkata,740,293,172,461204.288,10535,14354,5,68466,97.37193157,2018-03-03
Kolkata,856,623,234,514673.7783,55796,15961,143,72775,91.60654987,2018-03-10
Kolkata,39,500,562,507419.2965,7773,17578,772,70212,94.95053077,2018-03-17
Kolkata,349,117,663,462567.268,48281,19007,471,63280,105.3518753,2018-03-24
Kolkata,963,22,700,466038.2183,20171,17766,941,56060,118.9202045,2018-03-31
Kolkata,200,738,62869,457018.988,69595,14391,254,42565,156.6232037,2018-04-07
Kolkata,609,820,105692,553174.1969,38258,13891,724,47430,140.5580153,2018-04-14
Kolkata,633,879,99303,449211.2053,27226,18214,506,60455,110.2748601,2018-04-21
Kolkata,291,581,108899,515785.7323,18321,13756,614,57409,116.1258107,2018-04-28
Kolkata,17,643,120722,436041.8543,33085,13615,674,55105,120.9811572,2018-05-05
Kolkata,456,922,170986,379029.7682,27887,16323,630,61381,108.6112423,2018-05-12
Kolkata,812,720,162428,413160.5215,3736,13490,256,56040,118.9626457,2018-05-19
Kolkata,323,838,167550,498282.9737,11171,15588,537,51369,129.7799581,2018-05-26
Kolkata,24,931,133280,364456.8928,37486,17010,627,60713,109.8062469,2018-06-02
Kolkata,512,419,118807,409776.2573,56859,15652,496,53617,124.3386737,2018-06-09
Kolkata,865,698,108452,368709.4998,27500,15540,96,52792,126.2817599,2018-06-16
Kolkata,589,483,110776,429952.123,19004,17650,293,43800,152.2070015,2018-06-23
Kolkata,723,618,138165,405401.1538,25649,17744,614,66047,100.9382208,2018-06-30
Kolkata,3,84,183326,352910.6327,21782,18406,972,41550,160.4492579,2018-07-07
Kolkata,956,975,224156,504838.7826,84838,19623,721,61926,107.6553736,2018-07-14
Kolkata,547,125,176751,383534.4522,73447,16625,587,80848,82.45926512,2018-07-21
Kolkata,254,875,172526,400676.7731,50533,16291,933,63586,104.844882,2018-07-28
Kolkata,926,760,160799,312800.6476,59816,16517,637,66553,100.1707912,2018-08-04
Kolkata,545,28,168961,389309.566,72814,13330,996,49532,134.593125,2018-08-11
Kolkata,870,217,246765,451030.471,111702,14932,637,72269,92.24794402,2018-08-18
Kolkata,393,133,251374,457058.3096,206946,18403,822,81185,82.11697563,2018-08-25
Kolkata,745,927,261046,361358.9126,164170,15250,473,62351,106.9215677,2018-09-01
Kolkata,987,501,263527,379454.3318,186334,13554,317,66295,100.5606255,2018-09-08
Kolkata,304,406,282507,368873.5088,152072,11332,402,70511,94.5478956,2018-09-15
Kolkata,254,544,273463,357526.3225,150850,8527,917,67933,98.13590842,2018-09-22
Kolkata,510,603,336250,314888.5343,143820,10883,359,82173,81.12964924,2018-09-29
Kolkata,316,881,317032,289687.2405,65749,10171,968,79401,83.9619988,2018-10-06
Kolkata,635,1153,265170,287044.1985,80522,10187,1388,89222,74.71998685,2018-10-13
Kolkata,696,1869,348120,281847.6022,71524,9951,1951,111996,59.52593545,2018-10-20
Kolkata,840,1605,311372,299066.4199,75055,9266,1853,105861,62.97566306,2018-10-27
Kolkata,136,1569,302070,293219.5568,110199,8569,1943,111915,59.56901815,2018-11-03
Kolkata,173,4486,555452,606976.0561,166054,8981,4604,166361,40.07349479,2018-11-10
Kolkata,978,3592,827910,596153.643,224859,7271,2852,188731,35.32364406,2018-11-17
Kolkata,721,1819,937185,606661.889,439450,7213,2646,302174,22.06234377,2018-11-24
Kolkata,1296,1329,610103,750336.4017,87937,8821,2010,234525,28.42625164,2018-12-01
Kolkata,11587,1290,294456,464492.4737,45435,9761,13122,168226,39.62922893,2018-12-08
Kolkata,9644,2693,222125,385712.2056,83895,6573,11328,182772,36.47531715,2018-12-15
Kolkata,4193,3437,197103,376177.1254,36497,7218,6414,105427,63.2349082,2018-12-22
Kolkata,4509,3231,210186,529833.3819,22902,9444,7019,58898,113.1900347,2018-12-29
Kolkata,2795,2833,189674,528970.2551,9096,10744,5117,63052,105.7328343,2019-01-05
Kolkata,4900,2629,177626,397099.0187,25112,16794,6827,54473,122.38479,2019-01-12
Kolkata,6082,2041,189403,497599.6397,54559,17240,7134,66956,99.56787542,2019-01-19
Kolkata,5740,1973,187701,405500.0128,196137,18849,7437,60461,110.2639167,2019-01-26
Kolkata,3514,1955,219100,389801.649,157161,16974,5269,54901,121.4306965,2019-02-02
Kolkata,4255,1726,191429,391429.4973,79244,15649,6323,54281,122.8176833,2019-02-09
Kolkata,6625,3314,140772,500463.6047,96311,16636,9628,88701,75.15886706,2019-02-16
Kolkata,2680,2628,142015,328795.9848,37493,15710,4258,72504,91.94894994,2019-02-23
Kolkata,4,1980,217881,451446.9218,18091,15796,2513,68785,96.9203557,2019-03-02
Kolkata,258,2409,210872,420635.8105,25459,15144,1588,64531,103.3095205,2019-03-09
Kolkata,245,2357,216422,386779.6217,54421,20410,2812,69168,96.38368417,2019-03-16
Kolkata,861,3963,269201,386083.3558,76340,17145,3772,71337,93.45314026,2019-03-23
Kolkata,641,5195,169411,474699.6142,93948,16373,5164,66845,99.73321365,2019-03-30
Kolkata,2106,5994,179468,397683.4677,37726,12993,6947,55666,119.7619133,2019-04-06
Kolkata,1971,5549,270747,385484.1681,72983,12506,6641,50211,132.7730311,2019-04-13
Kolkata,3270,5390,260096,419341.651,102655,12570,8417,70793,94.17126929,2019-04-20
Kolkata,3437,5126,211957,486666.1096,93822,11153,7726,82786,80.52891391,2019-04-27
Kolkata,5189,4623,266895,346851.1114,59840,9049,9523,72494,91.96163361,2019-05-04
Kolkata,6333,6654,232891,284980.2165,78739,10446,12620,75386,88.43374986,2019-05-11
Kolkata,7730,7534,186530,335969.6334,120377,8643,15448,53776,123.9710404,2019-05-18
Kolkata,7129,7082,256417,327325.5798,139359,7820,13825,68183,97.77608299,2019-05-25
Kolkata,9423,7968,248142,286352.889,43813,9449,17053,66121,100.8252547,2019-06-01
Kolkata,41142,11028,220812,266021.4621,107367,11210,51916,55252,120.6592823,2019-06-08
Kolkata,27995,12020,152646,285509.8213,117280,11968,39599,80985,82.31977115,2019-06-15
Kolkata,13253,11798,104630,343945.3094,104387,10907,24157,72883,91.47080481,2019-06-22
Kolkata,13810,9955,200483,353431.4252,63703,9551,23773,56597,117.7918735,2019-06-29
Kolkata,12291,11279,267398,329614.1492,57284,11286,22496,53931,123.6147423,2019-07-06
Kolkata,12618,17551,319770,208220.3602,141338,15065,29623,87593,76.10958258,2019-07-13
Kolkata,11815,24438,270380,438922.6789,76655,14059,35612,67151,99.27873995,2019-07-20
Kolkata,16476,21093,274825,277732.0363,104161,12559,37175,44830,148.7099413,2019-07-27
Kolkata,31851,25588,134673,218163.7013,43759,10629,56639,57335,116.2756897,2019-08-03
Kolkata,17350,28145,173206,267341.8172,59867,11134,45108,44407,150.1264816,2019-08-10
Kolkata,18208,26145,199203,291468.2626,90178,10968,44070,64842,102.8140197,2019-08-17
Kolkata,18452,20042,235919,289868.0466,64398,11582,38690,88658,75.19531984,2019-08-24
